gsm,gse,Age,Sex,AgeBin
GSM1350896,GSE56033,29,F,"[20,30)"
GSM1350897,GSE56033,46,M,"[40,50)"
GSM1350898,GSE56033,30,F,"[30,40)"
GSM1350899,GSE56033,48,M,"[40,50)"
GSM1350900,GSE56033,28,F,"[20,30)"
GSM1350901,GSE56033,40,F,"[40,50)"
GSM1350902,GSE56033,34,M,"[30,40)"
GSM1350903,GSE56033,34,F,"[30,40)"
GSM1350904,GSE56033,28,M,"[20,30)"
GSM1350905,GSE56033,46,M,"[40,50)"
GSM1350906,GSE56033,23,F,"[20,30)"
GSM1350907,GSE56033,25,F,"[20,30)"
GSM1350908,GSE56033,26,F,"[20,30)"
GSM1350909,GSE56033,51,M,"[50,60)"
GSM1350910,GSE56033,23,F,"[20,30)"
GSM1350911,GSE56033,24,F,"[20,30)"
GSM1350912,GSE56033,50,F,"[50,60)"
GSM1350913,GSE56033,38,F,"[30,40)"
GSM1350914,GSE56033,44,F,"[40,50)"
GSM1350915,GSE56033,22,F,"[20,30)"
GSM1350916,GSE56033,42,M,"[40,50)"
GSM1350917,GSE56033,27,F,"[20,30)"
GSM1350918,GSE56033,28,F,"[20,30)"
GSM1350919,GSE56033,41,F,"[40,50)"
GSM1350920,GSE56033,46,M,"[40,50)"
GSM1350921,GSE56033,32,F,"[30,40)"
GSM1350922,GSE56033,32,F,"[30,40)"
GSM1350923,GSE56033,26,M,"[20,30)"
GSM1350924,GSE56033,49,M,"[40,50)"
GSM1350925,GSE56033,19,F,"[10,20)"
GSM1350926,GSE56033,30,F,"[30,40)"
GSM1350927,GSE56033,42,F,"[40,50)"
GSM1350928,GSE56033,26,F,"[20,30)"
GSM1350929,GSE56033,23,F,"[20,30)"
GSM1350930,GSE56033,42,M,"[40,50)"
GSM1350931,GSE56033,47,M,"[40,50)"
GSM1350932,GSE56033,23,F,"[20,30)"
GSM1350933,GSE56033,24,F,"[20,30)"
GSM1350934,GSE56033,28,F,"[20,30)"
GSM1350935,GSE56033,45,F,"[40,50)"
GSM1350936,GSE56033,48,F,"[40,50)"
GSM1350937,GSE56033,24,M,"[20,30)"
GSM1350938,GSE56033,47,M,"[40,50)"
GSM1350939,GSE56033,20,F,"[20,30)"
GSM1350940,GSE56033,20,F,"[20,30)"
GSM1350941,GSE56033,24,F,"[20,30)"
GSM1350942,GSE56033,51,F,"[50,60)"
GSM1350943,GSE56033,25,F,"[20,30)"
GSM1350944,GSE56033,19,F,"[10,20)"
GSM1350945,GSE56033,21,F,"[20,30)"
GSM1350946,GSE56033,44,M,"[40,50)"
GSM1350947,GSE56033,50,M,"[50,60)"
GSM1350948,GSE56033,19,F,"[10,20)"
GSM1350949,GSE56033,27,M,"[20,30)"
GSM1350950,GSE56033,27,M,"[20,30)"
GSM1350951,GSE56033,27,M,"[20,30)"
GSM1350952,GSE56033,35,M,"[30,40)"
GSM1350953,GSE56033,35,M,"[30,40)"
GSM1350954,GSE56033,29,F,"[20,30)"
GSM1350955,GSE56033,20,M,"[20,30)"
GSM1350956,GSE56033,19,M,"[10,20)"
GSM1350957,GSE56033,18,M,"[10,20)"
GSM1350958,GSE56033,41,F,"[40,50)"
GSM1350959,GSE56033,49,F,"[40,50)"
GSM1350960,GSE56033,49,F,"[40,50)"
GSM1350961,GSE56033,49,F,"[40,50)"
GSM1350962,GSE56033,49,F,"[40,50)"
GSM1350963,GSE56033,41,M,"[40,50)"
GSM1350964,GSE56033,20,M,"[20,30)"
GSM1350965,GSE56033,30,F,"[30,40)"
GSM1350966,GSE56033,20,F,"[20,30)"
GSM1350967,GSE56033,20,F,"[20,30)"
GSM1350968,GSE56033,21,F,"[20,30)"
GSM1350969,GSE56033,19,M,"[10,20)"
GSM1350970,GSE56033,24,F,"[20,30)"
GSM1350971,GSE56033,19,M,"[10,20)"
GSM1350972,GSE56033,19,F,"[10,20)"
GSM1350973,GSE56033,28,M,"[20,30)"
GSM1350974,GSE56033,21,F,"[20,30)"
GSM1350975,GSE56033,23,F,"[20,30)"
GSM1350976,GSE56033,19,F,"[10,20)"
GSM1350977,GSE56033,20,M,"[20,30)"
GSM1350978,GSE56033,19,F,"[10,20)"
GSM1350979,GSE56033,19,M,"[10,20)"
GSM1350980,GSE56033,19,F,"[10,20)"
GSM1350981,GSE56033,19,M,"[10,20)"
GSM1350982,GSE56033,23,M,"[20,30)"
GSM1350983,GSE56033,19,F,"[10,20)"
GSM1350984,GSE56033,19,F,"[10,20)"
GSM1350985,GSE56033,19,F,"[10,20)"
GSM1350986,GSE56033,28,M,"[20,30)"
GSM1350987,GSE56033,27,F,"[20,30)"
GSM1350988,GSE56033,25,M,"[20,30)"
GSM1350989,GSE56033,19,M,"[10,20)"
GSM1350990,GSE56033,26,M,"[20,30)"
GSM1350991,GSE56033,24,F,"[20,30)"
GSM1350992,GSE56033,24,F,"[20,30)"
GSM1350993,GSE56033,18,F,"[10,20)"
GSM1350994,GSE56033,19,F,"[10,20)"
GSM1350995,GSE56033,26,F,"[20,30)"
GSM1350996,GSE56033,23,F,"[20,30)"
GSM1350997,GSE56033,25,F,"[20,30)"
GSM1350998,GSE56033,19,M,"[10,20)"
GSM1350999,GSE56033,18,M,"[10,20)"
GSM1351000,GSE56033,20,M,"[20,30)"
GSM1351001,GSE56033,21,M,"[20,30)"
GSM1351002,GSE56033,25,F,"[20,30)"
GSM1351003,GSE56033,19,M,"[10,20)"
GSM1351004,GSE56033,28,M,"[20,30)"
GSM1351005,GSE56033,21,M,"[20,30)"
GSM1351006,GSE56033,19,M,"[10,20)"
GSM1351007,GSE56033,32,F,"[30,40)"
GSM1351008,GSE56033,32,F,"[30,40)"
GSM1351009,GSE56033,32,F,"[30,40)"
GSM1351010,GSE56033,21,M,"[20,30)"
GSM1351011,GSE56033,20,F,"[20,30)"
GSM1351012,GSE56033,20,F,"[20,30)"
GSM1351013,GSE56033,19,F,"[10,20)"
GSM1351014,GSE56033,23,F,"[20,30)"
GSM1351015,GSE56033,43,M,"[40,50)"
GSM1351016,GSE56033,18,F,"[10,20)"
GSM1351017,GSE56033,24,M,"[20,30)"
GSM1351018,GSE56033,24,M,"[20,30)"
GSM1351019,GSE56033,23,F,"[20,30)"
GSM1351020,GSE56033,23,M,"[20,30)"
GSM1351021,GSE56033,19,M,"[10,20)"
GSM1351022,GSE56033,20,M,"[20,30)"
GSM1351023,GSE56033,30,M,"[30,40)"
GSM1351024,GSE56033,28,F,"[20,30)"
GSM1351025,GSE56033,20,F,"[20,30)"
GSM1351026,GSE56033,20,F,"[20,30)"
GSM1351027,GSE56033,27,F,"[20,30)"
GSM1351028,GSE56033,19,M,"[10,20)"
GSM1351029,GSE56033,50,M,"[50,60)"
GSM1351030,GSE56033,24,F,"[20,30)"
GSM1351031,GSE56033,22,F,"[20,30)"
GSM1351032,GSE56033,29,F,"[20,30)"
GSM1351033,GSE56033,49,M,"[40,50)"
GSM1351034,GSE56033,36,M,"[30,40)"
GSM1351035,GSE56033,50,M,"[50,60)"
GSM1351036,GSE56033,31,F,"[30,40)"
GSM1351037,GSE56033,25,F,"[20,30)"
GSM1351038,GSE56033,21,F,"[20,30)"
GSM1351039,GSE56033,51,M,"[50,60)"
GSM1351040,GSE56033,23,F,"[20,30)"
GSM1351041,GSE56033,23,M,"[20,30)"
GSM1351042,GSE56033,22,F,"[20,30)"
GSM1351043,GSE56033,24,M,"[20,30)"
GSM1351044,GSE56033,21,M,"[20,30)"
GSM1351045,GSE56033,23,F,"[20,30)"
GSM1351046,GSE56033,21,M,"[20,30)"
GSM1351047,GSE56033,25,F,"[20,30)"
GSM1351048,GSE56033,29,F,"[20,30)"
GSM1351049,GSE56033,49,M,"[40,50)"
GSM1351050,GSE56033,21,F,"[20,30)"
GSM1351051,GSE56033,47,M,"[40,50)"
GSM1351052,GSE56033,46,M,"[40,50)"
GSM1351053,GSE56033,25,F,"[20,30)"
GSM1351054,GSE56033,29,M,"[20,30)"
GSM1351055,GSE56033,21,F,"[20,30)"
GSM1351056,GSE56033,19,M,"[10,20)"
GSM1351057,GSE56033,25,F,"[20,30)"
GSM1351058,GSE56033,23,F,"[20,30)"
GSM1351059,GSE56033,19,F,"[10,20)"
GSM1351060,GSE56033,24,F,"[20,30)"
GSM1351061,GSE56033,24,M,"[20,30)"
GSM1351062,GSE56033,20,F,"[20,30)"
GSM1351063,GSE56033,20,F,"[20,30)"
GSM1351064,GSE56033,30,M,"[30,40)"
GSM1351065,GSE56033,27,F,"[20,30)"
GSM1351066,GSE56033,20,F,"[20,30)"
GSM1351067,GSE56033,23,M,"[20,30)"
GSM1351068,GSE56033,25,F,"[20,30)"
GSM1351069,GSE56033,25,F,"[20,30)"
GSM1351070,GSE56033,46,F,"[40,50)"
GSM1351071,GSE56033,24,F,"[20,30)"
GSM1351072,GSE56033,30,M,"[30,40)"
GSM1351073,GSE56033,36,M,"[30,40)"
GSM1351074,GSE56033,25,F,"[20,30)"
GSM1351075,GSE56033,29,F,"[20,30)"
GSM1351076,GSE56033,32,M,"[30,40)"
GSM1351077,GSE56033,20,F,"[20,30)"
GSM1351078,GSE56033,19,M,"[10,20)"
GSM1351079,GSE56033,19,M,"[10,20)"
GSM1351080,GSE56033,22,F,"[20,30)"
GSM1351081,GSE56033,23,F,"[20,30)"
GSM1351082,GSE56033,23,F,"[20,30)"
GSM1351083,GSE56033,24,F,"[20,30)"
GSM1351084,GSE56033,45,M,"[40,50)"
GSM1351085,GSE56033,22,F,"[20,30)"
GSM1351086,GSE56033,20,F,"[20,30)"
GSM1351087,GSE56033,25,F,"[20,30)"
GSM1351088,GSE56033,37,M,"[30,40)"
GSM1351089,GSE56033,20,F,"[20,30)"
GSM1351090,GSE56033,30,F,"[30,40)"
GSM1351091,GSE56033,23,F,"[20,30)"
GSM1351092,GSE56033,20,M,"[20,30)"
GSM1351093,GSE56033,24,M,"[20,30)"
GSM1351094,GSE56033,20,F,"[20,30)"
GSM1351095,GSE56033,23,F,"[20,30)"
GSM1351096,GSE56033,22,F,"[20,30)"
GSM1351097,GSE56033,23,M,"[20,30)"
GSM1351098,GSE56033,24,M,"[20,30)"
GSM1351099,GSE56033,26,M,"[20,30)"
GSM1351100,GSE56033,26,M,"[20,30)"
GSM1351101,GSE56033,25,F,"[20,30)"
GSM1351102,GSE56033,50,M,"[50,60)"
GSM1351103,GSE56033,28,F,"[20,30)"
GSM1351104,GSE56033,23,F,"[20,30)"
GSM1351105,GSE56033,23,F,"[20,30)"
GSM1351106,GSE56033,33,M,"[30,40)"
GSM1351107,GSE56033,27,M,"[20,30)"
GSM1351108,GSE56033,47,M,"[40,50)"
GSM1351109,GSE56033,23,F,"[20,30)"
GSM1351110,GSE56033,21,M,"[20,30)"
GSM1351111,GSE56033,22,F,"[20,30)"
GSM1351112,GSE56033,34,F,"[30,40)"
GSM1351113,GSE56033,23,F,"[20,30)"
GSM1351114,GSE56033,25,F,"[20,30)"
GSM1351115,GSE56033,25,F,"[20,30)"
GSM1351116,GSE56033,38,M,"[30,40)"
GSM1351117,GSE56033,22,F,"[20,30)"
GSM1351118,GSE56033,22,F,"[20,30)"
GSM1351119,GSE56033,38,F,"[30,40)"
GSM1351120,GSE56033,22,M,"[20,30)"
GSM1351121,GSE56033,19,F,"[10,20)"
GSM1351122,GSE56033,28,M,"[20,30)"
GSM1351123,GSE56033,28,F,"[20,30)"
GSM1351124,GSE56033,22,F,"[20,30)"
GSM1351125,GSE56033,22,F,"[20,30)"
GSM1351126,GSE56033,30,F,"[30,40)"
GSM1351127,GSE56033,30,F,"[30,40)"
GSM1351128,GSE56033,27,M,"[20,30)"
GSM1351129,GSE56033,50,F,"[50,60)"
GSM1351130,GSE56033,19,F,"[10,20)"
GSM1351131,GSE56033,28,F,"[20,30)"
GSM1351132,GSE56033,28,F,"[20,30)"
GSM1351133,GSE56033,32,F,"[30,40)"
GSM1351134,GSE56033,25,F,"[20,30)"
GSM1351135,GSE56033,25,F,"[20,30)"
GSM1351136,GSE56033,19,M,"[10,20)"
GSM1351137,GSE56033,24,M,"[20,30)"
GSM1351138,GSE56033,24,F,"[20,30)"
GSM1351139,GSE56033,31,F,"[30,40)"
GSM1351140,GSE56033,31,F,"[30,40)"
GSM1351141,GSE56033,56,F,"[50,60)"
GSM1351142,GSE56033,50,M,"[50,60)"
GSM1351143,GSE56033,35,F,"[30,40)"
GSM1351144,GSE56033,20,M,"[20,30)"
GSM1351145,GSE56033,22,F,"[20,30)"
GSM1351146,GSE56033,22,M,"[20,30)"
GSM1351147,GSE56033,24,F,"[20,30)"
GSM1351148,GSE56033,48,F,"[40,50)"
GSM1351149,GSE56033,9,M,"[0,10)"
GSM1351150,GSE56033,30,F,"[30,40)"
GSM1351151,GSE56033,21,F,"[20,30)"
GSM1351152,GSE56033,24,M,"[20,30)"
GSM1351153,GSE56033,20,F,"[20,30)"
GSM1351154,GSE56033,21,F,"[20,30)"
GSM1351155,GSE56033,26,F,"[20,30)"
GSM1351156,GSE56033,26,F,"[20,30)"
GSM1351157,GSE56033,45,F,"[40,50)"
GSM1351158,GSE56033,28,F,"[20,30)"
GSM1351159,GSE56033,39,M,"[30,40)"
GSM1351160,GSE56033,21,F,"[20,30)"
GSM1351161,GSE56033,22,F,"[20,30)"
GSM1351162,GSE56033,21,M,"[20,30)"
GSM1351163,GSE56033,24,F,"[20,30)"
GSM1351164,GSE56033,26,M,"[20,30)"
GSM1351165,GSE56033,27,M,"[20,30)"
GSM1351166,GSE56033,47,M,"[40,50)"
GSM1351167,GSE56033,24,M,"[20,30)"
GSM1351168,GSE56033,39,M,"[30,40)"
GSM1351169,GSE56033,28,F,"[20,30)"
GSM1351170,GSE56033,39,F,"[30,40)"
GSM1351171,GSE56033,28,F,"[20,30)"
GSM1351172,GSE56033,28,F,"[20,30)"
GSM1351173,GSE56033,26,M,"[20,30)"
GSM1351174,GSE56033,28,F,"[20,30)"
GSM1351175,GSE56033,23,M,"[20,30)"
GSM1351176,GSE56033,53,M,"[50,60)"
GSM1351177,GSE56033,48,F,"[40,50)"
GSM1351178,GSE56033,38,F,"[30,40)"
GSM1351179,GSE56033,35,M,"[30,40)"
GSM1351180,GSE56033,37,F,"[30,40)"
GSM1351181,GSE56033,51,F,"[50,60)"
GSM1351182,GSE56033,51,F,"[50,60)"
GSM1351183,GSE56033,40,M,"[40,50)"
GSM1351184,GSE56033,40,M,"[40,50)"
GSM1351185,GSE56033,44,F,"[40,50)"
GSM1351186,GSE56033,53,F,"[50,60)"
GSM1351187,GSE56033,54,F,"[50,60)"
GSM1351188,GSE56033,54,F,"[50,60)"
GSM1351189,GSE56033,25,M,"[20,30)"
GSM1351190,GSE56033,54,M,"[50,60)"
GSM1351191,GSE56033,50,M,"[50,60)"
GSM1351192,GSE56033,20,M,"[20,30)"
GSM1351193,GSE56033,31,F,"[30,40)"
GSM1351194,GSE56033,32,F,"[30,40)"
GSM1351195,GSE56033,22,F,"[20,30)"
GSM1351196,GSE56033,39,F,"[30,40)"
GSM1351197,GSE56033,27,F,"[20,30)"
GSM1351198,GSE56033,27,F,"[20,30)"
GSM1351199,GSE56033,21,M,"[20,30)"
GSM1351200,GSE56033,21,F,"[20,30)"
GSM1351201,GSE56033,30,F,"[30,40)"
GSM1351202,GSE56033,42,M,"[40,50)"
GSM1351203,GSE56033,26,F,"[20,30)"
GSM1351204,GSE56033,42,M,"[40,50)"
GSM1351205,GSE56033,42,M,"[40,50)"
GSM1351206,GSE56033,26,F,"[20,30)"
GSM1351207,GSE56033,28,F,"[20,30)"
GSM1351208,GSE56033,26,F,"[20,30)"
GSM1351209,GSE56033,27,F,"[20,30)"
GSM1351210,GSE56033,26,F,"[20,30)"
GSM1351211,GSE56033,25,F,"[20,30)"
GSM1351212,GSE56033,36,F,"[30,40)"
GSM1351213,GSE56033,33,F,"[30,40)"
GSM1351214,GSE56033,28,M,"[20,30)"
GSM1351215,GSE56033,32,M,"[30,40)"
GSM1351216,GSE56033,24,M,"[20,30)"
GSM1351217,GSE56033,51,M,"[50,60)"
GSM1351218,GSE56033,26,M,"[20,30)"
GSM1351219,GSE56033,36,F,"[30,40)"
GSM1351220,GSE56033,30,F,"[30,40)"
GSM1351221,GSE56033,29,F,"[20,30)"
GSM1351222,GSE56033,27,F,"[20,30)"
GSM1351223,GSE56033,27,F,"[20,30)"
GSM1351224,GSE56033,29,F,"[20,30)"
GSM1351225,GSE56033,29,F,"[20,30)"
GSM1351226,GSE56033,29,M,"[20,30)"
GSM1351227,GSE56033,46,M,"[40,50)"
GSM1351228,GSE56033,19,F,"[10,20)"
GSM1351229,GSE56033,21,F,"[20,30)"
GSM1351230,GSE56033,23,F,"[20,30)"
GSM1351231,GSE56033,20,F,"[20,30)"
GSM1351232,GSE56033,32,M,"[30,40)"
GSM1351233,GSE56033,29,F,"[20,30)"
GSM1351234,GSE56033,49,M,"[40,50)"
GSM1351235,GSE56033,33,M,"[30,40)"
GSM1351236,GSE56033,45,F,"[40,50)"
GSM1351237,GSE56033,47,M,"[40,50)"
GSM1351238,GSE56033,32,F,"[30,40)"
GSM1351239,GSE56033,25,F,"[20,30)"
GSM1351240,GSE56033,34,M,"[30,40)"
GSM1351241,GSE56033,25,F,"[20,30)"
GSM1351242,GSE56033,49,M,"[40,50)"
GSM1351243,GSE56033,38,M,"[30,40)"
GSM1351244,GSE56033,49,F,"[40,50)"
GSM1351245,GSE56033,19,F,"[10,20)"
GSM1351246,GSE56033,34,M,"[30,40)"
GSM1351247,GSE56033,48,M,"[40,50)"
GSM1351248,GSE56033,22,M,"[20,30)"
GSM1351249,GSE56033,31,F,"[30,40)"
GSM1351250,GSE56033,30,F,"[30,40)"
GSM1351251,GSE56033,26,F,"[20,30)"
GSM1351252,GSE56033,30,M,"[30,40)"
GSM1351253,GSE56033,25,F,"[20,30)"
GSM1351254,GSE56033,52,F,"[50,60)"
GSM1351255,GSE56033,35,F,"[30,40)"
GSM1351256,GSE56033,30,M,"[30,40)"
GSM1351257,GSE56033,30,M,"[30,40)"
GSM1351258,GSE56033,29,F,"[20,30)"
GSM1351259,GSE56033,27,F,"[20,30)"
GSM1351260,GSE56033,25,F,"[20,30)"
GSM1351261,GSE56033,48,M,"[40,50)"
GSM1351262,GSE56033,24,F,"[20,30)"
GSM1351263,GSE56033,34,F,"[30,40)"
GSM1351264,GSE56033,33,M,"[30,40)"
GSM1351265,GSE56033,28,F,"[20,30)"
GSM1351266,GSE56033,51,M,"[50,60)"
GSM1351267,GSE56033,37,M,"[30,40)"
GSM1351268,GSE56033,51,M,"[50,60)"
GSM1351269,GSE56033,34,F,"[30,40)"
GSM1351270,GSE56033,23,M,"[20,30)"
GSM1351271,GSE56033,47,M,"[40,50)"
GSM1351272,GSE56033,34,M,"[30,40)"
GSM1351273,GSE56033,34,F,"[30,40)"
GSM1351274,GSE56033,30,F,"[30,40)"
GSM1351275,GSE56033,32,M,"[30,40)"
GSM1351276,GSE56033,46,F,"[40,50)"
GSM1351277,GSE56033,29,M,"[20,30)"
GSM1351278,GSE56033,29,F,"[20,30)"
GSM1351279,GSE56033,28,F,"[20,30)"
GSM1351280,GSE56033,41,M,"[40,50)"
GSM1351281,GSE56033,50,M,"[50,60)"
GSM1351282,GSE56033,32,F,"[30,40)"
GSM1351283,GSE56033,21,M,"[20,30)"
GSM1351284,GSE56033,26,F,"[20,30)"
GSM1351285,GSE56033,25,M,"[20,30)"
GSM1351286,GSE56033,47,M,"[40,50)"
GSM1351287,GSE56033,21,F,"[20,30)"
GSM1351288,GSE56033,20,F,"[20,30)"
GSM1351289,GSE56033,21,F,"[20,30)"
GSM1351290,GSE56033,28,M,"[20,30)"
GSM1351291,GSE56033,28,F,"[20,30)"
GSM1351292,GSE56033,44,F,"[40,50)"
GSM1351293,GSE56033,32,M,"[30,40)"
GSM1351294,GSE56033,42,F,"[40,50)"
GSM1351295,GSE56033,24,M,"[20,30)"
GSM1351296,GSE56033,23,F,"[20,30)"
GSM1351297,GSE56033,20,M,"[20,30)"
GSM1351298,GSE56033,20,M,"[20,30)"
GSM1351299,GSE56033,21,F,"[20,30)"
GSM1351300,GSE56033,32,F,"[30,40)"
GSM1351301,GSE56033,18,M,"[10,20)"
GSM1351302,GSE56033,19,F,"[10,20)"
GSM1351303,GSE56033,42,M,"[40,50)"
GSM1351304,GSE56033,40,F,"[40,50)"
GSM1351305,GSE56033,21,F,"[20,30)"
GSM1351306,GSE56033,33,F,"[30,40)"
GSM1351307,GSE56033,46,F,"[40,50)"
GSM1351308,GSE56033,46,F,"[40,50)"
GSM1355819,GSE56033,38,M,"[30,40)"
GSM1355820,GSE56033,42,M,"[40,50)"
GSM1355821,GSE56033,24,M,"[20,30)"
GSM1355822,GSE56033,24,M,"[20,30)"
GSM1355823,GSE56033,33,F,"[30,40)"
GSM1355824,GSE56033,51,M,"[50,60)"
GSM1355825,GSE56033,26,F,"[20,30)"
GSM1355826,GSE56033,21,F,"[20,30)"
GSM1355827,GSE56033,21,F,"[20,30)"
GSM1355828,GSE56033,21,F,"[20,30)"
GSM1355829,GSE56033,32,M,"[30,40)"
GSM1355830,GSE56033,30,F,"[30,40)"
GSM1355831,GSE56033,21,M,"[20,30)"
GSM1355832,GSE56033,26,F,"[20,30)"
GSM1355833,GSE56033,25,F,"[20,30)"
GSM1355834,GSE56033,20,F,"[20,30)"
GSM1355835,GSE56033,50,F,"[50,60)"
GSM1355836,GSE56033,20,F,"[20,30)"
GSM1355837,GSE56033,22,F,"[20,30)"
GSM1355838,GSE56033,29,F,"[20,30)"
GSM1355839,GSE56033,30,M,"[30,40)"
GSM1355840,GSE56033,30,M,"[30,40)"
GSM1355841,GSE56033,31,F,"[30,40)"
GSM1355842,GSE56033,37,M,"[30,40)"
GSM1355843,GSE56033,21,F,"[20,30)"
GSM1355844,GSE56033,26,F,"[20,30)"
GSM1355845,GSE56033,30,F,"[30,40)"
GSM1355846,GSE56033,42,M,"[40,50)"
GSM1355847,GSE56033,19,M,"[10,20)"
GSM1355848,GSE56033,24,F,"[20,30)"
GSM1355849,GSE56033,23,F,"[20,30)"
GSM1355850,GSE56033,28,F,"[20,30)"
GSM1355851,GSE56033,19,M,"[10,20)"
GSM1355852,GSE56033,38,M,"[30,40)"
GSM1355853,GSE56033,20,F,"[20,30)"
GSM1355854,GSE56033,36,F,"[30,40)"
GSM1355855,GSE56033,35,M,"[30,40)"
GSM1355856,GSE56033,41,M,"[40,50)"
GSM1355857,GSE56033,41,M,"[40,50)"
GSM1355858,GSE56033,21,M,"[20,30)"
GSM1355859,GSE56033,21,M,"[20,30)"
GSM1355860,GSE56033,34,M,"[30,40)"
GSM1355861,GSE56033,27,F,"[20,30)"
GSM1355862,GSE56033,22,F,"[20,30)"
GSM1355863,GSE56033,28,M,"[20,30)"
GSM1355864,GSE56033,24,F,"[20,30)"
GSM1352002,GSE56045,59,,"[50,60)"
GSM1352003,GSE56045,63,,"[60,70)"
GSM1352004,GSE56045,71,,"[70,80)"
GSM1352005,GSE56045,72,,"[70,80)"
GSM1352006,GSE56045,48,,"[40,50)"
GSM1352007,GSE56045,60,,"[60,70)"
GSM1352008,GSE56045,71,,"[70,80)"
GSM1352009,GSE56045,59,,"[50,60)"
GSM1352010,GSE56045,52,,"[50,60)"
GSM1352011,GSE56045,61,,"[60,70)"
GSM1352012,GSE56045,67,,"[60,70)"
GSM1352013,GSE56045,52,,"[50,60)"
GSM1352014,GSE56045,67,,"[60,70)"
GSM1352015,GSE56045,75,,"[70,80)"
GSM1352016,GSE56045,55,,"[50,60)"
GSM1352017,GSE56045,57,,"[50,60)"
GSM1352018,GSE56045,66,,"[60,70)"
GSM1352019,GSE56045,58,,"[50,60)"
GSM1352020,GSE56045,63,,"[60,70)"
GSM1352021,GSE56045,59,,"[50,60)"
GSM1352022,GSE56045,66,,"[60,70)"
GSM1352023,GSE56045,54,,"[50,60)"
GSM1352024,GSE56045,51,,"[50,60)"
GSM1352025,GSE56045,71,,"[70,80)"
GSM1352026,GSE56045,60,,"[60,70)"
GSM1352027,GSE56045,69,,"[60,70)"
GSM1352028,GSE56045,69,,"[60,70)"
GSM1352029,GSE56045,52,,"[50,60)"
GSM1352030,GSE56045,68,,"[60,70)"
GSM1352031,GSE56045,50,,"[50,60)"
GSM1352032,GSE56045,68,,"[60,70)"
GSM1352033,GSE56045,71,,"[70,80)"
GSM1352034,GSE56045,53,,"[50,60)"
GSM1352035,GSE56045,62,,"[60,70)"
GSM1352036,GSE56045,70,,"[70,80)"
GSM1352037,GSE56045,65,,"[60,70)"
GSM1352038,GSE56045,61,,"[60,70)"
GSM1352039,GSE56045,73,,"[70,80)"
GSM1352040,GSE56045,70,,"[70,80)"
GSM1352041,GSE56045,56,,"[50,60)"
GSM1352042,GSE56045,58,,"[50,60)"
GSM1352043,GSE56045,60,,"[60,70)"
GSM1352044,GSE56045,60,,"[60,70)"
GSM1352045,GSE56045,61,,"[60,70)"
GSM1352046,GSE56045,63,,"[60,70)"
GSM1352047,GSE56045,63,,"[60,70)"
GSM1352048,GSE56045,52,,"[50,60)"
GSM1352049,GSE56045,63,,"[60,70)"
GSM1352050,GSE56045,65,,"[60,70)"
GSM1352051,GSE56045,61,,"[60,70)"
GSM1352052,GSE56045,52,,"[50,60)"
GSM1352053,GSE56045,53,,"[50,60)"
GSM1352054,GSE56045,47,,"[40,50)"
GSM1352055,GSE56045,77,,"[70,80)"
GSM1352056,GSE56045,72,,"[70,80)"
GSM1352057,GSE56045,58,,"[50,60)"
GSM1352058,GSE56045,52,,"[50,60)"
GSM1352059,GSE56045,63,,"[60,70)"
GSM1352060,GSE56045,58,,"[50,60)"
GSM1352061,GSE56045,65,,"[60,70)"
GSM1352062,GSE56045,53,,"[50,60)"
GSM1352063,GSE56045,54,,"[50,60)"
GSM1352064,GSE56045,76,,"[70,80)"
GSM1352065,GSE56045,62,,"[60,70)"
GSM1352066,GSE56045,62,,"[60,70)"
GSM1352067,GSE56045,55,,"[50,60)"
GSM1352068,GSE56045,76,,"[70,80)"
GSM1352069,GSE56045,45,,"[40,50)"
GSM1352070,GSE56045,78,,"[70,80)"
GSM1352071,GSE56045,56,,"[50,60)"
GSM1352072,GSE56045,62,,"[60,70)"
GSM1352073,GSE56045,64,,"[60,70)"
GSM1352074,GSE56045,68,,"[60,70)"
GSM1352075,GSE56045,66,,"[60,70)"
GSM1352076,GSE56045,49,,"[40,50)"
GSM1352077,GSE56045,64,,"[60,70)"
GSM1352078,GSE56045,53,,"[50,60)"
GSM1352079,GSE56045,50,,"[50,60)"
GSM1352080,GSE56045,74,,"[70,80)"
GSM1352081,GSE56045,61,,"[60,70)"
GSM1352082,GSE56045,78,,"[70,80)"
GSM1352083,GSE56045,80,,"[80,90)"
GSM1352084,GSE56045,53,,"[50,60)"
GSM1352085,GSE56045,67,,"[60,70)"
GSM1352086,GSE56045,67,,"[60,70)"
GSM1352087,GSE56045,52,,"[50,60)"
GSM1352088,GSE56045,52,,"[50,60)"
GSM1352089,GSE56045,75,,"[70,80)"
GSM1352090,GSE56045,63,,"[60,70)"
GSM1352091,GSE56045,66,,"[60,70)"
GSM1352092,GSE56045,60,,"[60,70)"
GSM1352093,GSE56045,65,,"[60,70)"
GSM1352094,GSE56045,64,,"[60,70)"
GSM1352095,GSE56045,56,,"[50,60)"
GSM1352096,GSE56045,51,,"[50,60)"
GSM1352097,GSE56045,56,,"[50,60)"
GSM1352098,GSE56045,50,,"[50,60)"
GSM1352099,GSE56045,51,,"[50,60)"
GSM1352100,GSE56045,75,,"[70,80)"
GSM1352101,GSE56045,52,,"[50,60)"
GSM1352102,GSE56045,49,,"[40,50)"
GSM1352103,GSE56045,45,,"[40,50)"
GSM1352104,GSE56045,60,,"[60,70)"
GSM1352105,GSE56045,62,,"[60,70)"
